Depth,Code,Name,isLeaf(최종카테고리),,,,,,,,
4,0006000100020007,식품 생활 > 가공식품 > 냉동/간편조리식품 > 만두,1,,,,,,,,
4,0006000100020008,식품 생활 > 가공식품 > 냉동/간편조리식품 > 샐러드,1,,,,,,,,
4,0006000100020009,식품 생활 > 가공식품 > 냉동/간편조리식품 > 유부초밥/김밥/주먹밥,1,,,,,,,,
4,0006000100020010,식품 생활 > 가공식품 > 냉동/간편조리식품 > 즉석국/탕,1,,,,,,,,
4,0006000100020011,식품 생활 > 가공식품 > 냉동/간편조리식품 > 즉석조리/볶음요리,1,,,,,,,,
4,0006000100020012,식품 생활 > 가공식품 > 냉동/간편조리식품 > 찌개/찜,1,,,,,,,,
4,0006000100020013,식품 생활 > 가공식품 > 냉동/간편조리식품 > 치즈스틱,1,,,,,,,,
4,0006000100020014,식품 생활 > 가공식품 > 냉동/간편조리식품 > 카레/짜장,1,,,,,,,,
4,0006000100020015,식품 생활 > 가공식품 > 냉동/간편조리식품 > 쿠킹박스,1,,,,,,,,
4,0006000100020016,식품 생활 > 가공식품 > 냉동/간편조리식품 > 피자,1,,,,,,,,
4,0006000100020017,식품 생활 > 가공식품 > 냉동/간편조리식품 > 핫도그/햄버거,1,,,,,,,,
3,000600010003,식품 생활 > 가공식품 > 떡,0,,,,,,,,
4,0006000100030001,식품 생활 > 가공식품 > 떡 > 기타떡,1,,,,,,,,
4,0006000100030002,식품 생활 > 가공식품 > 떡 > 떡볶이떡/떡국떡,1,,,,,,,,
4,0006000100030003,식품 생활 > 가공식품 > 떡 > 떡케이크/답례떡,1,,,,,,,,
4,0006000100030004,식품 생활 > 가공식품 > 떡 > 송편,1,,,,,,,,
4,0006000100030005,식품 생활 > 가공식품 > 떡 > 인절미,1,,,,,,,,
4,0006000100030006,식품 생활 > 가공식품 > 떡 > 찹쌀/두텁떡,1,,,,,,,,
3,000600010004,식품 생활 > 가공식품 > 라면,0,,,,,,,,
4,0006000100040001,식품 생활 > 가공식품 > 라면 > 봉지라면,1,,,,,,,,
4,0006000100040002,식품 생활 > 가공식품 > 라면 > 컵라면,1,,,,,,,,
3,000600010005,식품 생활 > 가공식품 > 면류,0,,,,,,,,
4,0006000100050001,식품 생활 > 가공식품 > 면류 > 국수면,1,,,,,,,,
4,0006000100050002,식품 생활 > 가공식품 > 면류 > 기타면류,1,,,,,,,,
4,0006000100050003,식품 생활 > 가공식품 > 면류 > 냉면/소바,1,,,,,,,,
4,0006000100050004,식품 생활 > 가공식품 > 면류 > 당면,1,,,,,,,,
4,0006000100050005,식품 생활 > 가공식품 > 면류 > 스파게티/파스타,1,,,,,,,,
4,0006000100050006,식품 생활 > 가공식품 > 면류 > 쌀국수,1,,,,,,,,
4,0006000100050007,식품 생활 > 가공식품 > 면류 > 우동,1,,,,,,,,
4,0006000100050008,식품 생활 > 가공식품 > 면류 > 짜장면/짬뽕,1,,,,,,,,
4,0006000100050009,식품 생활 > 가공식품 > 면류 > 쫄면/비빔국수,1,,,,,,,,
4,0006000100050010,식품 생활 > 가공식품 > 면류 > 칼국수/수제비,1,,,,,,,,
3,000600010006,식품 생활 > 가공식품 > 밀가루/믹스류,0,,,,,,,,
4,0006000100060001,식품 생활 > 가공식품 > 밀가루/믹스류 > 기타밀가루/믹스류,1,,,,,,,,Other
4,0006000100060002,식품 생활 > 가공식품 > 밀가루/믹스류 > 밀가루,1,,,,,,,,
4,0006000100060003,식품 생활 > 가공식품 > 밀가루/믹스류 > 베이킹믹스,1,,,,,,,,
4,0006000100060004,식품 생활 > 가공식품 > 밀가루/믹스류 > 빵가루,1,,,,,,,,
4,0006000100060005,식품 생활 > 가공식품 > 밀가루/믹스류 > 전분,1,,,,,,,,
4,0006000100060006,식품 생활 > 가공식품 > 밀가루/믹스류 > 튀김/부침가루,1,,,,,,,,
3,000600010007,식품 생활 > 가공식품 > 빙과류,0,,,,,,,,
4,0006000100070001,식품 생활 > 가공식품 > 빙과류 > 빙수/빙수재료,1,,,,,,,,
4,0006000100070002,식품 생활 > 가공식품 > 빙과류 > 아이스크림,1,,,,,,,,
3,000600010008,식품 생활 > 가공식품 > 빵/케이크,0,,,,,,,,
4,0006000100080001,식품 생활 > 가공식품 > 빵/케이크 > 기타빵/케이크,1,,,,,,,,
4,0006000100080002,식품 생활 > 가공식품 > 빵/케이크 > 도너츠,1,,,,,,,,
4,0006000100080003,식품 생활 > 가공식품 > 빵/케이크 > 식빵/베이글,1,,,,,,,,
4,0006000100080004,식품 생활 > 가공식품 > 빵/케이크 > 제빵/제과재료,1,,,,,,,,
4,0006000100080005,식품 생활 > 가공식품 > 빵/케이크 > 찐빵/호빵,1,,,,,,,,
4,0006000100080006,식품 생활 > 가공식품 > 빵/케이크 > 케이크/머핀,1,,,,,,,,
4,0006000100080007,식품 생활 > 가공식품 > 빵/케이크 > 호두과자,1,,,,,,,,
3,000600010009,식품 생활 > 가공식품 > 소스/드레싱,0,,,,,,,,
4,0006000100090001,식품 생활 > 가공식품 > 소스/드레싱 > 굴소스/중화요리소스,1,,,,,,,,
4,0006000100090002,식품 생활 > 가공식품 > 소스/드레싱 > 기타소스/드레싱,1,,,,,,,,
4,0006000100090003,식품 생활 > 가공식품 > 소스/드레싱 > 돈까스/스테이크소스,1,,,,,,,,
4,0006000100090004,식품 생활 > 가공식품 > 소스/드레싱 > 머스터드/겨자소스,1,,,,,,,,
4,0006000100090005,식품 생활 > 가공식품 > 소스/드레싱 > 샐러드드레싱,1,,,,,,,,
4,0006000100090006,식품 생활 > 가공식품 > 소스/드레싱 > 일식/동남아요리소스,1,,,,,,,,
4,0006000100090007,식품 생활 > 가공식품 > 소스/드레싱 > 칠리/살사소스,1,,,,,,,,
4,0006000100090008,식품 생활 > 가공식품 > 소스/드레싱 > 케첩/마요네즈,1,,,,,,,,
4,0006000100090009,식품 생활 > 가공식품 > 소스/드레싱 > 파스타소스,1,,,,,,,,
3,000600010010,식품 생활 > 가공식품 > 수산가공식품,0,,,,,,,,
4,0006000100100001,식품 생활 > 가공식품 > 수산가공식품 > 기타수산가공식품,1,,,,,,,,
4,0006000100100002,식품 생활 > 가공식품 > 수산가공식품 > 어묵/맛살,1,,,,,,,,
4,0006000100100003,식품 생활 > 가공식품 > 수산가공식품 > 핫바,1,,,,,,,,
4,0006000100100004,식품 생활 > 가공식품 > 수산가공식품 > 해물볶음,1,,,,,,,,
4,0006000100100005,식품 생활 > 가공식품 > 수산가공식품 > 해물탕,1,,,,,,,,
4,0006000100100006,식품 생활 > 가공식품 > 수산가공식품 > 해물튀김,1,,,,,,,,
3,000600010011,식품 생활 > 가공식품 > 식용유/오일,0,,,,,,,,
4,0006000100110001,식품 생활 > 가공식품 > 식용유/오일 > 기타식용유/오일,1,,,,,,,,
4,0006000100110002,식품 생활 > 가공식품 > 식용유/오일 > 들기름,1,,,,,,,,
4,0006000100110003,식품 생활 > 가공식품 > 식용유/오일 > 식용유선물세트,1,,,,,,,,
4,0006000100110004,식품 생활 > 가공식품 > 식용유/오일 > 올리브유,1,,,,,,,,
4,0006000100110005,식품 생활 > 가공식품 > 식용유/오일 > 참기름,1,,,,,,,,
4,0006000100110006,식품 생활 > 가공식품 > 식용유/오일 > 카놀라유,1,,,,,,,,
4,0006000100110007,식품 생활 > 가공식품 > 식용유/오일 > 콩기름/대두유,1,,,,,,,,
4,0006000100110008,식품 생활 > 가공식품 > 식용유/오일 > 포도씨유,1,,,,,,,,
4,0006000100110009,식품 생활 > 가공식품 > 식용유/오일 > 해바라기씨유,1,,,,,,,,
3,000600010012,식품 생활 > 가공식품 > 장류,0,,,,,,,,
4,0006000100120001,식품 생활 > 가공식품 > 장류 > 간장,1,,,,,,,,
4,0006000100120002,식품 생활 > 가공식품 > 장류 > 고추장,1,,,,,,,,
4,0006000100120003,식품 생활 > 가공식품 > 장류 > 기타장류,1,,,,,,,,
4,0006000100120004,식품 생활 > 가공식품 > 장류 > 된장/쌈장,1,,,,,,,,
4,0006000100120005,식품 생활 > 가공식품 > 장류 > 청국장/낫또,1,,,,,,,,
3,000600010013,식품 생활 > 가공식품 > 잼/시럽,0,,,,,,,,
4,0006000100130001,식품 생활 > 가공식품 > 잼/시럽 > 과일잼,1,,,,,,,,
4,0006000100130002,식품 생활 > 가공식품 > 잼/시럽 > 기타잼/시럽,1,,,,,,,,
4,0006000100130003,식품 생활 > 가공식품 > 잼/시럽 > 땅콩/초코잼,1,,,,,,,,
4,0006000100130004,식품 생활 > 가공식품 > 잼/시럽 > 메이플시럽,1,,,,,,,,
4,0006000100130005,식품 생활 > 가공식품 > 잼/시럽 > 초코시럽,1,,,,,,,,
4,0006000100130006,식품 생활 > 가공식품 > 잼/시럽 > 커피시럽,1,,,,,,,,
3,000600010014,식품 생활 > 가공식품 > 조미료/양념,0,,,,,,,,
4,0006000100140001,식품 생활 > 가공식품 > 조미료/양념 > 겨자/고추냉이,1,,,,,,,,
4,0006000100140002,식품 생활 > 가공식품 > 조미료/양념 > 고춧가루,1,,,,,,,,
4,0006000100140003,식품 생활 > 가공식품 > 조미료/양념 > 기타조미료/양념,1,,,,,,,,
4,0006000100140004,식품 생활 > 가공식품 > 조미료/양념 > 물엿/올리고당,1,,,,,,,,
4,0006000100140005,식품 생활 > 가공식품 > 조미료/양념 > 설탕,1,,,,,,,,
4,0006000100140006,식품 생활 > 가공식품 > 조미료/양념 > 소금,1,,,,,,,,
4,0006000100140007,식품 생활 > 가공식품 > 조미료/양념 > 식초,1,,,,,,,,
4,0006000100140008,식품 생활 > 가공식품 > 조미료/양념 > 양념장,1,,,,,,,,
4,0006000100140009,식품 생활 > 가공식품 > 조미료/양념 > 캡사이신,1,,,,,,,,
4,0006000100140010,식품 생활 > 가공식품 > 조미료/양념 > 향신료,1,,,,,,,,
4,0006000100140011,식품 생활 > 가공식품 > 조미료/양념 > 후추,1,,,,,,,,
3,000600010015,식품 생활 > 가공식품 > 즉석밥,0,,,,,,,,
4,0006000100150001,식품 생활 > 가공식품 > 즉석밥 > 누룽지,1,,,,,,,,
4,0006000100150002,식품 생활 > 가공식품 > 즉석밥 > 볶음밥,1,,,,,,,,
4,0006000100150003,식품 생활 > 가공식품 > 즉석밥 > 전투식량,1,,,,,,,,
4,0006000100150004,식품 생활 > 가공식품 > 즉석밥 > 죽/스프,1,,,,,,,,
4,0006000100150005,식품 생활 > 가공식품 > 즉석밥 > 즉석밥,1,,,,,,,,
4,0006000100150006,식품 생활 > 가공식품 > 즉석밥 > 컵밥/덮밥,1,,,,,,,,
3,000600010016,식품 생활 > 가공식품 > 축산가공식품,0,,,,,,,,
4,0006000100160001,식품 생활 > 가공식품 > 축산가공식품 > 곱창/막창,1,,,,,,,,
4,0006000100160002,식품 생활 > 가공식품 > 축산가공식품 > 구운계란/훈제란,1,,,,,,,,
4,0006000100160003,식품 생활 > 가공식품 > 축산가공식품 > 기타축산가공식품,1,,,,,,,,
4,0006000100160004,식품 생활 > 가공식품 > 축산가공식품 > 꼬치류,1,,,,,,,,
4,0006000100160005,식품 생활 > 가공식품 > 축산가공식품 > 너겟/텐더,1,,,,,,,,
4,0006000100160006,식품 생활 > 가공식품 > 축산가공식품 > 닭가공식품,1,,,,,,,,
4,0006000100160007,식품 생활 > 가공식품 > 축산가공식품 > 닭고기양념육,1,,,,,,,,
4,0006000100160008,식품 생활 > 가공식품 > 축산가공식품 > 돈까스/탕수육,1,,,,,,,,
4,0006000100160009,식품 생활 > 가공식품 > 축산가공식품 > 돼지고기양념육,1,,,,,,,,
4,0006000100160010,식품 생활 > 가공식품 > 축산가공식품 > 떡갈비,1,,,,,,,,
4,0006000100160011,식품 생활 > 가공식품 > 축산가공식품 > 베이컨,1,,,,,,,,
4,0006000100160012,식품 생활 > 가공식품 > 축산가공식품 > 삼계탕,1,,,,,,,,
4,0006000100160013,식품 생활 > 가공식품 > 축산가공식품 > 소고기양념육,1,,,,,,,,
4,0006000100160014,식품 생활 > 가공식품 > 축산가공식품 > 순대,1,,,,,,,,
4,0006000100160015,식품 생활 > 가공식품 > 축산가공식품 > 오리고기양념육,1,,,,,,,,
4,0006000100160016,식품 생활 > 가공식품 > 축산가공식품 > 오리훈제,1,,,,,,,,
4,0006000100160017,식품 생활 > 가공식품 > 축산가공식품 > 육포,1,,,,,,,,
4,0006000100160018,식품 생활 > 가공식품 > 축산가공식품 > 족발,1,,,,,,,,
4,0006000100160019,식품 생활 > 가공식품 > 축산가공식품 > 폭립,1,,,,,,,,
4,0006000100160020,식품 생활 > 가공식품 > 축산가공식품 > 햄/소시지,1,,,,,,,,
3,000600010017,식품 생활 > 가공식품 > 치즈/버터/크림,0,,,,,,,,
4,0006000100170001,식품 생활 > 가공식품 > 치즈/버터/크림 > 버터/마가린,1,,,,,,,,
4,0006000100170002,식품 생활 > 가공식품 > 치즈/버터/크림 > 생크림/휘핑크림,1,,,,,,,,
4,0006000100170003,식품 생활 > 가공식품 > 치즈/버터/크림 > 치즈,1,,,,,,,,
3,000600010018,식품 생활 > 가공식품 > 통조림/캔,0,,,,,,,,
4,0006000100180001,식품 생활 > 가공식품 > 통조림/캔 > 고등어/꽁치캔,1,,,,,,,,
4,0006000100180002,식품 생활 > 가공식품 > 통조림/캔 > 골뱅이/번데기캔,1,,,,,,,,
4,0006000100180003,식품 생활 > 가공식품 > 통조림/캔 > 과일통조림,1,,,,,,,,
4,0006000100180004,식품 생활 > 가공식품 > 통조림/캔 > 기타통조림/캔,1,,,,,,,,
4,0006000100180005,식품 생활 > 가공식품 > 통조림/캔 > 닭가슴살캔,1,,,,,,,,
4,0006000100180006,식품 생활 > 가공식품 > 통조림/캔 > 반찬통조림,1,,,,,,,,
4,0006000100180007,식품 생활 > 가공식품 > 통조림/캔 > 야채통조림,1,,,,,,,,
4,0006000100180008,식품 생활 > 가공식품 > 통조림/캔 > 참치캔,1,,,,,,,,
4,0006000100180009,식품 생활 > 가공식품 > 통조림/캔 > 캔선물세트,1,,,,,,,,
4,0006000100180010,식품 생활 > 가공식품 > 통조림/캔 > 햄통조림,1,,,,,,,,
3,000600010019,식품 생활 > 가공식품 > 한과/전통과자,0,,,,,,,,
4,0006000100190001,식품 생활 > 가공식품 > 한과/전통과자 > 강정/엿,1,,,,,,,,
4,0006000100190002,식품 생활 > 가공식품 > 한과/전통과자 > 기타한과/전통과자,1,,,,,,,,
4,0006000100190003,식품 생활 > 가공식품 > 한과/전통과자 > 약과,1,,,,,,,,
4,0006000100190004,식품 생활 > 가공식품 > 한과/전통과자 > 유과,1,,,,,,,,
4,0006000100190005,식품 생활 > 가공식품 > 한과/전통과자 > 전병,1,,,,,,,,
4,0006000100190006,식품 생활 > 가공식품 > 한과/전통과자 > 한과/전통과자세트,1,,,,,,,,
2,00060002,식품 생활 > 건강/의료용품,0,,,,,,,,
3,000600020001,식품 생활 > 건강/의료용품 > 건강측정용품,0,,,,,,,,
4,0006000200010001,식품 생활 > 건강/의료용품 > 건강측정용품 > 기타건강측정용품,1,,,,,,,,
4,0006000200010002,식품 생활 > 건강/의료용품 > 건강측정용품 > 만보계,1,,,,,,,,
4,0006000200010003,식품 생활 > 건강/의료용품 > 건강측정용품 > 수질 측정기,1,,,,,,,,
4,0006000200010004,식품 생활 > 건강/의료용품 > 건강측정용품 > 신장계,1,,,,,,,,
4,0006000200010005,식품 생활 > 건강/의료용품 > 건강측정용품 > 체온계,1,,,,,,,,
4,0006000200010006,식품 생활 > 건강/의료용품 > 건강측정용품 > 체중계,1,,,,,,,,
4,0006000200010007,식품 생활 > 건강/의료용품 > 건강측정용품 > 체지방계,1,,,,,,,,
4,0006000200010008,식품 생활 > 건강/의료용품 > 건강측정용품 > 혈압계,1,,,,,,,,
4,0006000200010009,식품 생활 > 건강/의료용품 > 건강측정용품 > 흡연 측정기,1,,,,,,,,
3,000600020002,식품 생활 > 건강/의료용품 > 금연보조용품,0,,,,,,,,
4,0006000200020001,식품 생활 > 건강/의료용품 > 금연보조용품 > 금연보조제,1,,,,,,,,
4,0006000200020002,식품 생활 > 건강/의료용품 > 금연보조용품 > 기타금연보조용품,1,,,,,,,,
4,0006000200020003,식품 생활 > 건강/의료용품 > 금연보조용품 > 전자담배,1,,,,,,,,
4,0006000200020004,식품 생활 > 건강/의료용품 > 금연보조용품 > 전자담배용품,1,,,,,,,,
3,000600020003,식품 생활 > 건강/의료용품 > 기타건강관리용품,0,,,,,,,,
4,0006000200030001,식품 생활 > 건강/의료용품 > 기타건강관리용품 > 건강목걸이,1,,,,,,,,
4,0006000200030002,식품 생활 > 건강/의료용품 > 기타건강관리용품 > 건강팔찌,1,,,,,,,,
4,0006000200030003,식품 생활 > 건강/의료용품 > 기타건강관리용품 > 기타건강관리용품,1,,,,,,,,
3,000600020004,식품 생활 > 건강/의료용품 > 눈건강용품,0,,,,,,,,
4,0006000200040001,식품 생활 > 건강/의료용품 > 눈건강용품 > 기타눈건강용품,1,,,,,,,,
4,0006000200040002,식품 생활 > 건강/의료용품 > 눈건강용품 > 렌즈관리용품,1,,,,,,,,
4,0006000200040003,식품 생활 > 건강/의료용품 > 눈건강용품 > 렌즈세정제,1,,,,,,,,
4,0006000200040004,식품 생활 > 건강/의료용품 > 눈건강용품 > 렌즈세척기,1,,,,,,,,
4,0006000200040005,식품 생활 > 건강/의료용품 > 눈건강용품 > 안대,1,,,,,,,,
3,000600020005,식품 생활 > 건강/의료용품 > 당뇨관리용품,0,,,,,,,,
4,0006000200050001,식품 생활 > 건강/의료용품 > 당뇨관리용품 > 기타당뇨관리용품,1,,,,,,,,
4,0006000200050002,식품 생활 > 건강/의료용품 > 당뇨관리용품 > 채혈기,1,,,,,,,,
4,0006000200050003,식품 생활 > 건강/의료용품 > 당뇨관리용품 > 채혈침,1,,,,,,,,
4,0006000200050004,식품 생활 > 건강/의료용품 > 당뇨관리용품 > 혈당측정계,1,,,,,,,,
4,0006000200050005,식품 생활 > 건강/의료용품 > 당뇨관리용품 > 혈당측정지,1,,,,,,,,
3,000600020006,식품 생활 > 건강/의료용품 > 비데,0,,,,,,,,
4,0006000200060001,식품 생활 > 건강/의료용품 > 비데 > 도기일체형 비데,1,,,,,,,,
4,0006000200060002,식품 생활 > 건강/의료용품 > 비데 > 비데,1,,,,,,,,
4,0006000200060003,식품 생활 > 건강/의료용품 > 비데 > 비데용품,1,,,,,,,,
3,000600020007,식품 생활 > 건강/의료용품 > 성인용품,0,,,,,,,,
4,0006000200070001,식품 생활 > 건강/의료용품 > 성인용품 > 기타성인용품,1,,,,,,,,
4,0006000200070002,식품 생활 > 건강/의료용품 > 성인용품 > 남성성인용품,1,,,,,,,,
4,0006000200070003,식품 생활 > 건강/의료용품 > 성인용품 > 성인젤,1,,,,,,,,
4,0006000200070004,식품 생활 > 건강/의료용품 > 성인용품 > 여성성인용품,1,,,,,,,,
4,0006000200070005,식품 생활 > 건강/의료용품 > 성인용품 > 콘돔,1,,,,,,,,
3,000600020008,식품 생활 > 건강/의료용품 > 손/발건강용품,0,,,,,,,,
4,0006000200080001,식품 생활 > 건강/의료용품 > 손/발건강용품 > 기타손발건강용품,1,,,,,,,,
4,0006000200080002,식품 생활 > 건강/의료용품 > 손/발건강용품 > 발가락교정기,1,,,,,,,,
4,0006000200080003,식품 생활 > 건강/의료용품 > 손/발건강용품 > 발지압/발매트,1,,,,,,,,
4,0006000200080004,식품 생활 > 건강/의료용품 > 손/발건강용품 > 손소독기,1,,,,,,,,
4,0006000200080005,식품 생활 > 건강/의료용품 > 손/발건강용품 > 족욕기/족탕기,1,,,,,,,,
4,0006000200080006,식품 생활 > 건강/의료용품 > 손/발건강용품 > 파라핀베스,1,,,,,,,,
3,000600020009,식품 생활 > 건강/의료용품 > 실버용품,0,,,,,,,,
4,0006000200090001,식품 생활 > 건강/의료용품 > 실버용품 > 경사로,1,,,,,,,,
4,0006000200090002,식품 생활 > 건강/의료용품 > 실버용품 > 기타실버용품,1,,,,,,,,
4,0006000200090003,식품 생활 > 건강/의료용품 > 실버용품 > 돋보기,1,,,,,,,,
4,0006000200090004,식품 생활 > 건강/의료용품 > 실버용품 > 목욕보조용품,1,,,,,,,,
4,0006000200090005,식품 생활 > 건강/의료용품 > 실버용품 > 배변보조용품,1,,,,,,,,
4,0006000200090006,식품 생활 > 건강/의료용품 > 실버용품 > 보청기,1,,,,,,,,
4,0006000200090007,식품 생활 > 건강/의료용품 > 실버용품 > 보청기배터리,1,,,,,,,,
4,0006000200090008,식품 생활 > 건강/의료용품 > 실버용품 > 보행보조용품,1,,,,,,,,
4,0006000200090009,식품 생활 > 건강/의료용품 > 실버용품 > 보행차/실버카,1,,,,,,,,
4,0006000200090010,식품 생활 > 건강/의료용품 > 실버용품 > 욕창방지용품,1,,,,,,,,
4,0006000200090011,식품 생활 > 건강/의료용품 > 실버용품 > 의료용 스쿠터,1,,,,,,,,
4,0006000200090012,식품 생활 > 건강/의료용품 > 실버용품 > 장례용품/수의,1,,,,,,,,
4,0006000200090013,식품 생활 > 건강/의료용품 > 실버용품 > 휠체어,1,,,,,,,,
4,0006000200090014,식품 생활 > 건강/의료용품 > 실버용품 > 휠체어 악세서리,1,,,,,,,,
3,000600020010,식품 생활 > 건강/의료용품 > 안마용품,0,,,,,,,,
4,0006000200100001,식품 생활 > 건강/의료용품 > 안마용품 > 공기압 마사지,1,,,,,,,,
4,0006000200100002,식품 생활 > 건강/의료용품 > 안마용품 > 기타안마용품,1,,,,,,,,
4,0006000200100003,식품 생활 > 건강/의료용품 > 안마용품 > 눈 마사지,1,,,,,,,,
4,0006000200100004,식품 생활 > 건강/의료용품 > 안마용품 > 복부 마사지,1,,,,,,,,
4,0006000200100005,식품 생활 > 건강/의료용품 > 안마용품 > 안마기/마사지기,1,,,,,,,,
4,0006000200100006,식품 생활 > 건강/의료용품 > 안마용품 > 안마의자,1,,,,,,,,
3,000600020011,식품 생활 > 건강/의료용품 > 연수기/이온수기,0,,,,,,,,
4,0006000200110001,식품 생활 > 건강/의료용품 > 연수기/이온수기 > 연수기,1,,,,,,,,
4,0006000200110002,식품 생활 > 건강/의료용품 > 연수기/이온수기 > 연수기/이온수기용품,1,,,,,,,,
4,0006000200110003,식품 생활 > 건강/의료용품 > 연수기/이온수기 > 이온수기,1,,,,,,,,
3,000600020012,식품 생활 > 건강/의료용품 > 일반의료용품,0,,,,,,,,
4,0006000200120001,식품 생활 > 건강/의료용품 > 일반의료용품 > 거즈/붕대/의료솜,1,,,,,,,,
4,0006000200120002,식품 생활 > 건강/의료용품 > 일반의료용품 > 구급함/약통,1,,,,,,,,
4,0006000200120003,식품 생활 > 건강/의료용품 > 일반의료용품 > 기타일반의료용품,1,,,,,,,,
4,0006000200120004,식품 생활 > 건강/의료용품 > 일반의료용품 > 뜸/뜸기구,1,,,,,,,,
4,0006000200120005,식품 생활 > 건강/의료용품 > 일반의료용품 > 반창고,1,,,,,,,,
4,0006000200120006,식품 생활 > 건강/의료용품 > 일반의료용품 > 밴드,1,,,,,,,,
4,0006000200120007,식품 생활 > 건강/의료용품 > 일반의료용품 > 살균제,1,,,,,,,,
4,0006000200120008,식품 생활 > 건강/의료용품 > 일반의료용품 > 상처소독제/연고,1,,,,,,,,
4,0006000200120009,식품 생활 > 건강/의료용품 > 일반의료용품 > 응급의료용품,1,,,,,,,,
4,0006000200120010,식품 생활 > 건강/의료용품 > 일반의료용품 > 임신/배란테스트기,1,,,,,,,,
4,0006000200120011,식품 생활 > 건강/의료용품 > 일반의료용품 > 파스,1,,,,,,,,
3,000600020013,식품 생활 > 건강/의료용품 > 재활운동용품,0,,,,,,,,
4,0006000200130001,식품 생활 > 건강/의료용품 > 재활운동용품 > 기타재활운동용품,1,,,,,,,,
4,0006000200130002,식품 생활 > 건강/의료용품 > 재활운동용품 > 목보호대,1,,,,,,,,
4,0006000200130003,식품 생활 > 건강/의료용품 > 재활운동용품 > 상반신보조기,1,,,,,,,,
4,0006000200130004,식품 생활 > 건강/의료용품 > 재활운동용품 > 신경/감각훈련기,1,,,,,,,,
4,0006000200130005,식품 생활 > 건강/의료용품 > 재활운동용품 > 의료용압박스타킹,1,,,,,,,,
4,0006000200130006,식품 생활 > 건강/의료용품 > 재활운동용품 > 자세교정용품,1,,,,,,,,
4,0006000200130007,식품 생활 > 건강/의료용품 > 재활운동용품 > 재활치료용 볼,1,,,,,,,,
4,0006000200130008,식품 생활 > 건강/의료용품 > 재활운동용품 > 하반신보조기,1,,,,,,,,
3,000600020014,식품 생활 > 건강/의료용품 > 저주파/적외선용품,0,,,,,,,,
4,0006000200140001,식품 생활 > 건강/의료용품 > 저주파/적외선용품 > 기타저주파/적외선용품,1,,,,,,,,
4,0006000200140002,식품 생활 > 건강/의료용품 > 저주파/적외선용품 > 저주파자극기,1,,,,,,,,
4,0006000200140003,식품 생활 > 건강/의료용품 > 저주파/적외선용품 > 저주파패드,1,,,,,,,,
4,0006000200140004,식품 생활 > 건강/의료용품 > 저주파/적외선용품 > 적외선조사기,1,,,,,,,,
3,000600020015,식품 생활 > 건강/의료용품 > 전문의료용품,0,,,,,,,,
4,0006000200150001,식품 생활 > 건강/의료용품 > 전문의료용품 > 기타전문의료용품,1,,,,,,,,
4,0006000200150002,식품 생활 > 건강/의료용품 > 전문의료용품 > 도뇨관/장루주머니,1,,,,,,,,
4,0006000200150003,식품 생활 > 건강/의료용품 > 전문의료용품 > 병원침대,1,,,,,,,,
4,0006000200150004,식품 생활 > 건강/의료용품 > 전문의료용품 > 의료용 자석,1,,,,,,,,
4,0006000200150005,식품 생활 > 건강/의료용품 > 전문의료용품 > 인체모형/해부도,1,,,,,,,,
4,0006000200150006,식품 생활 > 건강/의료용품 > 전문의료용품 > 주사기/주사바늘,1,,,,,,,,
4,0006000200150007,식품 생활 > 건강/의료용품 > 전문의료용품 > 진료용장갑,1,,,,,,,,
4,0006000200150008,식품 생활 > 건강/의료용품 > 전문의료용품 > 청진기,1,,,,,,,,
4,0006000200150009,식품 생활 > 건강/의료용품 > 전문의료용품 > 캔/밧드/농반,1,,,,,,,,
4,0006000200150010,식품 생활 > 건강/의료용품 > 전문의료용품 > 펜라이트,1,,,,,,,,
4,0006000200150011,식품 생활 > 건강/의료용품 > 전문의료용품 > 핀셋/포셉/가위,1,,,,,,,,
4,0006000200150012,식품 생활 > 건강/의료용품 > 전문의료용품 > 한방의료용품,1,,,,,,,,
4,0006000200150013,식품 생활 > 건강/의료용품 > 전문의료용품 > 환자위생커버/매트,1,,,,,,,,
3,000600020016,식품 생활 > 건강/의료용품 > 정수기,0,,,,,,,,
4,0006000200160001,식품 생활 > 건강/의료용품 > 정수기 > 언더싱크 정수기,1,,,,,,,,
4,0006000200160002,식품 생활 > 건강/의료용품 > 정수기 > 정수기,1,,,,,,,,
4,0006000200160003,식품 생활 > 건강/의료용품 > 정수기 > 정수기용품,1,,,,,,,,
3,000600020017,식품 생활 > 건강/의료용품 > 찜질용품,0,,,,,,,,
4,0006000200170001,식품 생활 > 건강/의료용품 > 찜질용품 > 기타찜질용품,1,,,,,,,,
4,0006000200170002,식품 생활 > 건강/의료용품 > 찜질용품 > 좌욕기/좌훈기,1,,,,,,,,
4,0006000200170003,식품 생활 > 건강/의료용품 > 찜질용품 > 찜질기,1,,,,,,,,
4,0006000200170004,식품 생활 > 건강/의료용품 > 찜질용품 > 찜질팩,1,,,,,,,,
3,000600020018,식품 생활 > 건강/의료용품 > 체중계,0,,,,,,,,
4,0006000200180001,식품 생활 > 건강/의료용품 > 체중계 > 디지털 체중계,1,,,,,,,,
4,0006000200180002,식품 생활 > 건강/의료용품 > 체중계 > 스마트 체중계,1,,,,,,,,
4,0006000200180003,식품 생활 > 건강/의료용품 > 체중계 > 아날로그 체중계,1,,,,,,,,
